Name,City,Brand,Model,Year,Mileage,Fuel,Transmission,Engine Capacity,Color,Body Type,Price,Ad URL,Description,Registered In,Assembly,Last Updated:,Ad Ref #,Features,Seller Comments
Suzuki Mehran 2015 for sale in Islamabad,Islamabad,Suzuki,Mehran,2015,"78,000 km",Petrol,Manual,800 cc,Grey,Hatchback,1235000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10483462,Alloy Rims. Totally driven on petrol. All token taxes are paid for life . As good as a brand new car. Minor touchups . New tires installed recently . Original book is available as well. Price is slightly negotiable. Engine is good condition . Need to sell the car urgently.,Lahore,Local,"Aug 20, 2025",10483462,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",Alloy Rims. Totally driven on petrol. All token taxes are paid for life . As good as a brand new car. Minor touchups . New tires installed recently . Original book is available as well. Price is slightly negotiable. Engine is good condition . Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2016 for sale in Islamabad,Islamabad,Suzuki,Mehran,2016,"61,000 km",Petrol,Manual,796 cc,Graphite Grey,Hatchback,1440000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10483414,i sell my car it's totally neet nd clean water throwing engine single handed used on my name,Islamabad,Local,"Aug 20, 2025",10483414,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",i sell my car it's totally neet nd clean water throwing engine single handed used on my name Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2016 for sale in Islamabad,Islamabad,Suzuki,Mehran,2016,"5,681 km",Petrol,Manual,796 cc,Solid White,Hatchback,1375000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10402598,"- Documents available
- PakWheels inspected car
- Inspection report attached
- Number plates available
- Token tax Cleared
- 2nd Owner
- Manufacture 2016
- Registered 2016
- 2 key available",Islamabad,Local,"Aug 17, 2025",10402598,"['AM/FM Radio', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2016 - Registered 2016 - 2 key available Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2017 for sale in Islamabad,Islamabad,Suzuki,Mehran,2017,"44,948 km",Petrol,Manual,796 cc,Graphite Grey,Hatchback,1520000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10424932,"PakWheels inspected car
Inspection report attached
Number plates available
Token Tax Paid
3rd Owner
Manufacture 2017
Registered 2017
Documents not checked by PAKWHEELS
2 key available",Lahore,Local,"Aug 17, 2025",10424932,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",PakWheels inspected car Inspection report attached Number plates available Token Tax Paid 3rd Owner Manufacture 2017 Registered 2017 Documents not checked by PAKWHEELS 2 key available Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2019 for sale in Islamabad,Islamabad,Suzuki,Mehran,2019,"65,000 km",Petrol,Manual,796 cc,Solid White,Hatchback,1500000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-islamabad-10467840,After Market Alloy rims. Fully maintained through authorized dealership. Original return file is available . Inside out fully original. Totally driven on petrol. As good as a brand new car.,Islamabad,Local,"Aug 16, 2025",10467840,"['AM/FM Radio', 'CD Player', 'Immobilizer Key']",After Market Alloy rims. Fully maintained through authorized dealership. Original return file is available . Inside out fully original. Totally driven on petrol. As good as a brand new car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2003 for sale in Islamabad,Islamabad,Suzuki,Mehran,2003,"96,801 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,690000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-islamabad-10464113,"Suzuki Mehran 2003
> Color: White
> Driven 92,995 km
> Center Locking System Installed 
> Good condition
> Good fuel average
> Faislabad Registered
> All documents clear
> Bluetooth connectivity 
> Smartcard with Biometric
> Just Buy And Drive
> Condition 10/9
> Total Genie ALHAMDULILLAH
> just back side ka ek door Showered hai bs  

Important Note:
> Boofers Sound System sath nahi mily ga. 
> Price is slightly Negotiable
> Located in Islamabad, Sector i-14/3

",Faisalabad,Local,"Aug 16, 2025",10464113,"['AM/FM Radio', 'Air Conditioning']","Suzuki Mehran 2003 > Color: White > Driven 92,995 km > Center Locking System Installed > Good condition > Good fuel average > Faislabad Registered > All documents clear > Bluetooth connectivity > Smartcard with Biometric > Just Buy And Drive > Condition 10/9 > Total Genie ALHAMDULILLAH > just back side ka ek door Showered hai bs Important Note: > Boofers Sound System sath nahi mily ga. > Price is slightly Negotiable > Located in Islamabad, Sector i-14/3 Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2003 for sale in Islamabad,Islamabad,Suzuki,Mehran,2003,50 km,Petrol,Manual,800 cc,White,Hatchback,499000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-islamabad-10418367,"Suzuki Mehran 2003
Islamabad Reg
perfect Engion
non Main Accident 
documents clear own my name
bio Available
Last price Final 5lac
cashka party stay Away 
location. F17 Sector",Islamabad,Local,"Aug 15, 2025",10418367,"['AM/FM Radio', 'Air Conditioning']",Suzuki Mehran 2003 Islamabad Reg perfect Engion non Main Accident documents clear own my name bio Available Last price Final 5lac cashka party stay Away location. F17 Sector Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2013 for sale in Islamabad,Islamabad,Suzuki,Mehran,2013,"70,000 km",Petrol,Manual,796 cc,Solid White,Hatchback,1150000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10455391,"Suzuki Mehran VXR 

Details:

Model: 2013
Variant: VXR
Color: White
Registration:  Punjab (Lahore)
Location: Islamabad
Fuel: Petrol
AC: Company fitted

Mileage & Performance:
City average: 16–17 km/l (with AC)
Long drive: 19–20 km/l

Features:
Power windows
Security System
Android LED display
Rear camera
Serva Brake

Condition:
Tyres: ~50% life remaining
Minor touches: 2 doors (left & right side bottom), right side fender
Seal to seal original

Documents:
	Smart Card original
	Life Time Token
	Complete Original File
",Punjab,Local,"Aug 14, 2025",10455391,"['AM/FM Radio', 'Air Conditioning', 'Navigation System', 'Power Locks', 'Power Windows', 'Rear Camera', 'Rear Speakers', 'USB and Auxillary Cable']","Suzuki Mehran VXR Details: Model: 2013 Variant: VXR Color: White Registration:  Punjab (Lahore) Location: Islamabad Fuel: Petrol AC: Company fitted Mileage & Performance: City average: 16–17 km/l (with AC) Long drive: 19–20 km/l Features: Power windows Security System Android LED display Rear camera Serva Brake Condition: Tyres: ~50% life remaining Minor touches: 2 doors (left & right side bottom), right side fender Seal to seal original Documents: Smart Card original Life Time Token Complete Original File Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2019 for sale in Islamabad,Islamabad,Suzuki,Mehran,2019,"48,000 km",Petrol,Manual,800 cc,White,Hatchback,1650000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-islamabad-10384349,bto b price pr behas na karin jis ko smaj aye rabta kare bhi chakse na lagain patient. hospital admit hi uske liye gari sale karni payment urgent submit karwani hi jis ko samj aye jo paise bhr sake call kare,Islamabad,Local,"Jul 30, 2025",10384349,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",bto b price pr behas na karin jis ko smaj aye rabta kare bhi chakse na lagain patient. hospital admit hi uske liye gari sale karni payment urgent submit karwani hi jis ko samj aye jo paise bhr sake call kare Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2010 for sale in Islamabad,Islamabad,Suzuki,Mehran,2010,"100,000 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,920000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10483324,"Suzuki Mehran 2010 – White 

Model: 2010

Color: White

Minor touching, overall neat condition

Rust free body & floor

Hissa, gear in good condition

Alloy rims installed

Engine condition: 80%

Tyres condition: 80%

Fuel average: 15 km/l (city), 19–20 km/l (long)

Recently oil changed

Home used car

Lifetime token paid

Bio-metric available (transfer is must)

Selling due to an emergency

Serious buyers only. 

",Islamabad,Local,"Aug 20, 2025",10483324,"['AM/FM Radio', 'Air Conditioning', 'Front Speakers', 'USB and Auxillary Cable']","Suzuki Mehran 2010 – White Model: 2010 Color: White Minor touching, overall neat condition Rust free body & floor Hissa, gear in good condition Alloy rims installed Engine condition: 80% Tyres condition: 80% Fuel average: 15 km/l (city), 19–20 km/l (long) Recently oil changed Home used car Lifetime token paid Bio-metric available (transfer is must) Selling due to an emergency Serious buyers only. Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2018 for sale in Islamabad,Islamabad,Suzuki,Mehran,2018,"57,000 km",Petrol,Manual,796 cc,Blue,Hatchback,1260000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10483316,own my name total janven,Islamabad,Local,"Aug 20, 2025",10483316,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",own my name total janven Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 1993 for sale in Islamabad,Islamabad,Suzuki,Mehran,1993,"41,000 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,260000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-1993-for-sale-in-islamabad-10483268,Suzuki mehran 1993 modle my family used car in good condition Lahore number original book and file token UpTo date Biometric on  the sport good engine wize and body wize urgent sale only call for more details,Punjab,Local,"Aug 20, 2025",10483268,"['AM/FM Radio', 'Air Conditioning', 'Front Speakers', 'USB and Auxillary Cable']",Suzuki mehran 1993 modle my family used car in good condition Lahore number original book and file token UpTo date Biometric on  the sport good engine wize and body wize urgent sale only call for more details Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2013 for sale in Islamabad,Islamabad,Suzuki,Mehran,2013,"40,000 km",Petrol,Manual,800 cc,White,Hatchback,1080000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10483234,Urgent Sale. Like New Bumper to bumper original. sound system. Alloy Rim,Punjab,Local,"Aug 20, 2025",10483234,"['AM/FM Radio', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",Urgent Sale. Like New Bumper to bumper original. sound system. Alloy Rim Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2017 for sale in Islamabad,Islamabad,Suzuki,Mehran,2017,"73,000 km",Petrol,Manual,800 cc,White,Hatchback,1450000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10483217,"original File life Time tokens clear Smart card Bio on spot available,
No cracking-no accident,-full genuine inside to outside no touching, -genuine AC heater in working condition-, original immobilizer key-
suspension ok- Tyres with rims new, mechanical ok condition no any single work just bye and drive Home use car
price is Al most final",Islamabad,Local,"Aug 20, 2025",10483217,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']","original File life Time tokens clear Smart card Bio on spot available, No cracking-no accident,-full genuine inside to outside no touching, -genuine AC heater in working condition-, original immobilizer key- suspension ok- Tyres with rims new, mechanical ok condition no any single work just bye and drive Home use car price is Al most final Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2018 for sale in Islamabad,Islamabad,Suzuki,Mehran,2018,"71,000 km",Petrol,Manual,796 cc,Solid White,Hatchback,1470000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10483024,New key remote centre looks Chil AC good condition Army person used On my Name Bayo Matric on the spot Inside out fully original. Totally driven on petrol. Non accidental. Need to sell the car urgently.,Islamabad,Local,"Aug 20, 2025",10483024,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",New key remote centre looks Chil AC good condition Army person used On my Name Bayo Matric on the spot Inside out fully original. Totally driven on petrol. Non accidental. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 1995 for sale in Islamabad,Islamabad,Suzuki,Mehran,1995,"6,981 km",Petrol,Manual,800 cc,White,N/A,350000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-1995-for-sale-in-islamabad-10482925,Alloy Rims. Original return file is available . Totally driven on petrol. Lifetime token tax paid. Original Book is available. Urgently need to sellthe  car.,Sindh,Local,"Aug 20, 2025",10482925,[],Alloy Rims. Original return file is available . Totally driven on petrol. Lifetime token tax paid. Original Book is available. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 1993 for sale in Islamabad,Islamabad,Suzuki,Mehran,1993,"100,000 km",Petrol,Manual,800 cc,Red,Hatchback,560000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-1993-for-sale-in-islamabad-10482281,"

Suzuki Mehran 1993 - Reliable & Economical - Sialkot Registered

 Model: 1993
 Registration City: Sialkot
 Fuel Type: CNG & Petrol (Both Working Perfectly)
 Engine & Suspension: Smooth and in good condition
 Body: Neat and clean – minor scratches as per age
 Tyres: Good condition
 Documents: Complete file, original documents
 AC/Heater: Not available (standard in this model)

 Perfect for daily use or as a budget-friendly first car. Extremely fuel-efficient and easy to maintain. 

Car can be seen in bharakahu simbliy dam road

 Demand: 560000(Slightly negotiable for serious buyers)",Sialkot,Local,"Aug 20, 2025",10482281,[],"Suzuki Mehran 1993 - Reliable & Economical - Sialkot Registered Model: 1993 Registration City: Sialkot Fuel Type: CNG & Petrol (Both Working Perfectly) Engine & Suspension: Smooth and in good condition Body: Neat and clean – minor scratches as per age Tyres: Good condition Documents: Complete file, original documents AC/Heater: Not available (standard in this model) Perfect for daily use or as a budget-friendly first car. Extremely fuel-efficient and easy to maintain. Car can be seen in bharakahu simbliy dam road Demand: 560000(Slightly negotiable for serious buyers) Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2006 for sale in Islamabad,Islamabad,Suzuki,Mehran,2006,"185,000 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,550000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10459519,All original documents are complete  . Urgently need to sellthe  car.,Sindh,Local,"Aug 20, 2025",10459519,[],All original documents are complete  . Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2009 for sale in Islamabad,Islamabad,Suzuki,Mehran,2009,"10,000 km",Petrol,Manual,800 cc,Blue,Hatchback,700000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10482721,new engen raining start all body wise completely,Sindh,Local,"Aug 20, 2025",10482721,"['AM/FM Radio', 'Air Conditioning', 'Front Speakers', 'USB and Auxillary Cable']",new engen raining start all body wise completely Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2014 for sale in Islamabad,Islamabad,Suzuki,Mehran,2014,"80,000 km",Petrol,Manual,800 cc,White,Hatchback,1075000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10482468,Car For Sale Documents Clear exchange possible with Van. For more Information kindly call,Lahore,Local,"Aug 20, 2025",10482468,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",Car For Sale Documents Clear exchange possible with Van. For more Information kindly call Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 1996 for sale in Islamabad,Islamabad,Suzuki,Mehran,1996,"258,085 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,480000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-1996-for-sale-in-islamabad-10482447,"gari ki denting hoi we hai  just touching dalni 
poshish new permat 18 month late token clear mery name pay hai euro roof install iner jenwan",Lahore,Local,"Aug 20, 2025",10482447,"['Front Speakers', 'USB and Auxillary Cable']",gari ki denting hoi we hai  just touching dalni poshish new permat 18 month late token clear mery name pay hai euro roof install iner jenwan Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2011 for sale in Islamabad,Islamabad,Suzuki,Mehran,2011,"150,000 km",Petrol,Manual,800 cc,Gray Metallic,Hatchback,1150000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10482411,"total genuine, house used car, tyres in good condition, mechanically 100% fit, no work required, just buy and drive",Islamabad,Local,"Aug 20, 2025",10482411,"['Front Speakers', 'USB and Auxillary Cable']","total genuine, house used car, tyres in good condition, mechanically 100% fit, no work required, just buy and drive Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2014 for sale in Islamabad,Islamabad,Suzuki,Mehran,2014,"216,000 km",Petrol,Manual,800 cc,Grey,Hatchback,1195000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10482238,"Mehran Euro 2 2014 Model
Just like new
Lahore registration,
Smart card,
My own name
2rd Owner Car
All documents clear
 Heater on
AC 100% Perfect Working 
Original number plates
Neat and clean.
 Seal to seal
Outer 99 % genuine.
family used car ,
Engine, gear , hissa 110% 
All mechanical work done , 
Zero % work required
brand New tyre  
brand New battery 
Sarva Break install 
No Craking Wilding etc
Non accidental 
Good fuel average  
Water trowing engine 
Petrol Drive
Urgent sale ...
Location Islamabad

Other Details etc Contact number Inside out fully original. All original documents are complete  . In showroom condition. Never been into any accident.",Lahore,Local,"Aug 20, 2025",10482238,[],"Mehran Euro 2 2014 Model Just like new Lahore registration, Smart card, My own name 2rd Owner Car All documents clear Heater on AC 100% Perfect Working Original number plates Neat and clean. Seal to seal Outer 99 % genuine. family used car , Engine, gear , hissa 110% All mechanical work done , Zero % work required brand New tyre brand New battery Sarva Break install No Craking Wilding etc Non accidental Good fuel average Water trowing engine Petrol Drive Urgent sale ... Location Islamabad Other Details etc Contact number Inside out fully original. All original documents are complete  . In showroom condition. Never been into any accident. Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2016 for sale in Islamabad,Islamabad,Suzuki,Mehran,2016,"85,000 km",Petrol,Manual,800 cc,Silver,Hatchback,1230000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10431205,"Suzuki mehran VXR 2016 
Ac working, engine and suspension perfect 
Very neat and clean car
Only back fender is in touching
2 original keys available",Islamabad,Local,"Aug 20, 2025",10431205,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']","Suzuki mehran VXR 2016 Ac working, engine and suspension perfect Very neat and clean car Only back fender is in touching 2 original keys available Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2017 for sale in Islamabad,Islamabad,Suzuki,Mehran,2017,"149,512 km",Petrol,Manual,800 cc,White,Hatchback,1490000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10482160,"100% original  * Mehran 2017 Model
* New Key   moblizer Engine
* Total genuine (1 piece minor kalam )
* All documents clear 
* ISLAMBAD REGISTERED 
* Car meray apneh name pa hai ( Biomatric sath he mil jayghi )
* AC/Heater Chill
* MP3 with simple speaker installed 
* Iner poshes 
* Engine packed ( 10/10 ) guaranteed
* No minor work on engine 
( Inbox For more detail )
( Just interested person contact us )Thank you",Islamabad,Local,"Aug 20, 2025",10482160,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",100% original  * Mehran 2017 Model * New Key   moblizer Engine * Total genuine (1 piece minor kalam ) * All documents clear * ISLAMBAD REGISTERED * Car meray apneh name pa hai ( Biomatric sath he mil jayghi ) * AC/Heater Chill * MP3 with simple speaker installed * Iner poshes * Engine packed ( 10/10 ) guaranteed * No minor work on engine ( Inbox For more detail ) ( Just interested person contact us )Thank you Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2017 for sale in Islamabad,Islamabad,Suzuki,Mehran,2017,"103,000 km",Petrol,Manual,796 cc,Silky Silver,Hatchback,1350000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10482144,After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Fitted with new tires. Urgently need to sellthe  car.,Lahore,Local,"Aug 20, 2025",10482144,"['AM/FM Radio', 'CD Player', 'Immobilizer Key']",After Market Alloy rims. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Fitted with new tires. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2012 for sale in Islamabad,Islamabad,Suzuki,Mehran,2012,"95,000 km",Petrol,Manual,800 cc,Blue,Hatchback,1195000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10480627,"Suzuki Mehran 2012 Model 
VX Euro 2 EFI 
Non AC 
2 Piece Minor Touching 
Diggi and left Fender only rest is Jenven 
All Seals ok 
Inside Out Clean Car 
New Tires 
New Battery 
Machanically Fit
Home Used Car 
Engine Gear Suspension Everything ok 
No work required 
Good Fuel Average 
17+ Fuel average 
Mileage 95k
Islamabad Registration 
Location Islamabad 
Lifetime token tax paid 
Smart Card 
Biometric 

Petrol driven, CNG never installed. All token taxes are paid for life. Minor touchups. Fitted with new tires. Non-accidental. The Original Book is available. It will be sold to the nearest offer. The engine is in pristine condition. Token tax is up to date.",Islamabad,Local,"Aug 20, 2025",10480627,"['AM/FM Radio', 'CD Player', 'DVD Player']","Suzuki Mehran 2012 Model VX Euro 2 EFI Non AC 2 Piece Minor Touching Diggi and left Fender only rest is Jenven All Seals ok Inside Out Clean Car New Tires New Battery Machanically Fit Home Used Car Engine Gear Suspension Everything ok No work required Good Fuel Average 17+ Fuel average Mileage 95k Islamabad Registration Location Islamabad Lifetime token tax paid Smart Card Biometric Petrol driven, CNG never installed. All token taxes are paid for life. Minor touchups. Fitted with new tires. Non-accidental. The Original Book is available. It will be sold to the nearest offer. The engine is in pristine condition. Token tax is up to date. Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2008 for sale in Islamabad,Islamabad,Suzuki,Mehran,2008,"8,000 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,810000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10481922,"Alloy Rims. 100% original . All original documents are complete  . Petrol driven, CNG never installed .",Islamabad,Local,"Aug 20, 2025",10481922,[],"Alloy Rims. 100% original . All original documents are complete  . Petrol driven, CNG never installed . Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2008 for sale in Islamabad,Islamabad,Suzuki,Mehran,2008,"45,000 km",Petrol,Manual,800 cc,Blue,N/A,750000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10280099,second owner Alloy Rims. All original documents are complete  . CNG Installed from factory. Token tax paid for life. Never got into accident. Price is slightly negotiable. Urgently need to sellthe  car.,Multan,Local,"Aug 20, 2025",10280099,[],second owner Alloy Rims. All original documents are complete  . CNG Installed from factory. Token tax paid for life. Never got into accident. Price is slightly negotiable. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2004 for sale in Islamabad,Islamabad,Suzuki,Mehran,2004,"105,969 km",Petrol,Manual,800 cc,White,N/A,490000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2004-for-sale-in-islamabad-10481870,All dacument ok fail majud ha bai metrack majud ha gari mara apna name pa ha,Punjab,Local,"Aug 20, 2025",10481870,['AM/FM Radio'],All dacument ok fail majud ha bai metrack majud ha gari mara apna name pa ha Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2006 for sale in Islamabad,Islamabad,Suzuki,Mehran,2006,"82,000 km",Petrol,Manual,800 cc,Snow White Pearl,Hatchback,670000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2006-for-sale-in-islamabad-10481854,"All original documents are complete  . Petrol driven, CNG never installed . Token tax paid for life. Brand new tires installed. Non accidental. Price is slightly negotiable. Engine is good condition .",Punjab,Local,"Aug 20, 2025",10481854,['AM/FM Radio'],"All original documents are complete  . Petrol driven, CNG never installed . Token tax paid for life. Brand new tires installed. Non accidental. Price is slightly negotiable. Engine is good condition . Mention PakWheels.com when calling Seller to get a good deal"
Suzuki Mehran 2018 for sale in Islamabad,Islamabad,Suzuki,Mehran,2018,"100,000 km",Petrol,Manual,796 cc,Solid White,Hatchback,1350000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10481817,Inside out fully original. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Urgently need to sellthe  car.,Islamabad,Local,"Aug 20, 2025",10481817,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Immobilizer Key']",Inside out fully original. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2013 for sale in Islamabad,Islamabad,Suzuki,Mehran,2013,"55,000 km",Petrol,Manual,800 cc,Grey,Hatchback,1325000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10284079,Fully maintained through authorized dealership. Everything is in genuine condition . Complete original file is availble . Complete service details available. No call/SMS will be answered after office hours. Totally driven on petrol. Lifetime token tax paid. In showroom condition. Brand new tires installed. Never got into accident. Original book is available as well. Engine in pristine condition . Token tax is up to date.,Islamabad,Local,"Aug 20, 2025",10284079,"['AM/FM Radio', 'CD Player']",Fully maintained through authorized dealership. Everything is in genuine condition . Complete original file is availble . Complete service details available. No call/SMS will be answered after office hours. Totally driven on petrol. Lifetime token tax paid. In showroom condition. Brand new tires installed. Never got into accident. Original book is available as well. Engine in pristine condition . Token tax is up to date. Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2009 for sale in Islamabad,Islamabad,Suzuki,Mehran,2009,"100,000 km",Petrol,Manual,800 cc,White,Hatchback,890000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10481755,All original documents are complete  . All token taxes are paid for life . Minor touchups .,Lahore,Local,"Aug 20, 2025",10481755,[],All original documents are complete  . All token taxes are paid for life . Minor touchups . Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2019 for sale in Islamabad,Islamabad,Suzuki,Mehran,2019,"97,000 km",Petrol,Manual,796 cc,Graphite Grey,Hatchback,1395000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-islamabad-10481677,minor touching  register Islamabad own my name no work required just but and drive first check then offer,Islamabad,Local,"Aug 20, 2025",10481677,"['AM/FM Radio', 'Air Conditioning', 'CD Player', 'Front Speakers', 'Immobilizer Key', 'USB and Auxillary Cable']",minor touching  register Islamabad own my name no work required just but and drive first check then offer Mention PakWheels.com when calling Seller to get a good deal
Suzuki Mehran 2005 for sale in Islamabad,Islamabad,Suzuki,Mehran,2005,"74,000 km",Petrol,Manual,800 cc,Silky Silver,Hatchback,680000 PKR,https://www.pakwheels.com/used-cars/suzuki-mehran-2005-for-sale-in-islamabad-10481579,5owner alloyrim insttaled Lightweight allow rims . Original return file is available . Factory fitted CNG. Lifetime token tax paid. Brand new tires installed. Looking to sell the car urgently.,Lahore,Local,"Aug 20, 2025",10481579,['AM/FM Radio'],5owner alloyrim insttaled Lightweight allow rims . Original return file is available . Factory fitted CNG. Lifetime token tax paid. Brand new tires installed. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal
