Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Toyota Corolla 1999 for sale in Islamabad,"Aoa! Selling my Indus originally 2.0D Corolla. Converted to 1.5 automatic. Each and everything working mechanically fit. Ice cold AC. O/D gear working. 
Car Is Painted in High quality bake paint. No cheap stuff. 
Price is Slightly negotiable on spot. No time wasters please. ",Aoa! Selling my Indus originally 2.0D Corolla. Converted to 1.5 automatic. Each and everything working mechanically fit. Ice cold AC. O/D gear working. Car Is Painted in High quality bake paint. No cheap stuff. Price is Slightly negotiable on spot. No time wasters please. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1999,246000,1199999,1270382.65,-70383.6499999999,-5.865309054424205,https://www.pakwheels.com/used-cars/toyota-corolla-1999-for-sale-in-islamabad-10485460
Toyota Corolla 2014 for sale in Islamabad,"Color: Gun Metallic
Car is in v neat and clean condition as can be seen in pictures. Driven in islamabad. Oil changed recently. All original documents are complete. Original Card is available. Non accidental. Brand new tires installed. Price is flexible but not too much. ",Color: Gun Metallic Car is in v neat and clean condition as can be seen in pictures. Driven in islamabad. Oil changed recently. All original documents are complete. Original Card is available. Non accidental. Brand new tires installed. Price is flexible but not too much. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2014,40800,3600000,3669833.3233333332,-69833.32333333325,-1.9398145370370348,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-10462718
Toyota Corolla 2013 for sale in Islamabad,"2nd owner car with very excellent condition  
Genuine Paint 99.5% just a very minor touching
engine 100%
gear 100%
ac 00%
 android panel installed. 
each and every thing in excelent condition not any peny work required just buy and drive ",2nd owner car with very excellent condition Genuine Paint 99.5% just a very minor touching engine 100% gear 100% ac 00% android panel installed. each and every thing in excelent condition not any peny work required just buy and drive Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,1,3650000,3719199.9833333334,-69199.9833333334,-1.8958899543379013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10375954
Toyota Corolla 2012 for sale in Islamabad,"New led lights and fog lamps
Multi media steering 
New battery 
Diamond android penal 
New tires 500km ni chlai abhi
Non accidental 100%",New led lights and fog lamps Multi media steering New battery Diamond android penal New tires 500km ni chlai abhi Non accidental 100% Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2012,166666,2650000,2718823.3333333335,-68823.33333333349,-2.5971069182389996,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10445693
Toyota Corolla 2013 for sale in Islamabad,"Im the 2nd owner of the car, original mileage meter, alloy rims, new tyres installed 3 months ago. One sq.ft area in bonut is sprayed. Guaranted mechanically fit car. Complete service record is maintained and available.  A few hail dents are there on bonut which could be removed with dry dents. Car is islamabad registered. Price is a bit negotiable. Only serious buys may contact please. Car can be inspected on Park Road, Islamabad.. All service history log maintained","Im the 2nd owner of the car, original mileage meter, alloy rims, new tyres installed 3 months ago. One sq.ft area in bonut is sprayed. Guaranted mechanically fit car. Complete service record is maintained and available.  A few hail dents are there on bonut which could be removed with dry dents. Car is islamabad registered. Price is a bit negotiable. Only serious buys may contact please. Car can be inspected on Park Road, Islamabad.. All service history log maintained Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2013,219000,2700000,2768816.6666666665,-68816.66666666651,-2.54876543209876,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10378837
Toyota Corolla 2015 for sale in Islamabad,Lightweight allow rims . Fully maintained through authorized dealership. Driven on petrol throughout . As good as a brand new car. Paint touchups in a few places. Brand new tires installed. Never been into any accident. Original book of this car is also available. Sealed and powerful engine . Price is flexible. All taxes paid. Looking to sell the car urgently.,Lightweight allow rims . Fully maintained through authorized dealership. Driven on petrol throughout . As good as a brand new car. Paint touchups in a few places. Brand new tires installed. Never been into any accident. Original book of this car is also available. Sealed and powerful engine . Price is flexible. All taxes paid. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2015,154000,3520000,3588193.3333333335,-68193.33333333349,-1.9373106060606105,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10250859
Toyota Corolla 2013 for sale in Islamabad,"Totota Corolla xli 1.3 Cnvrt Gli
originally paint
2013 Model Original All doc
Antique Car outstanding condition 
Power steering 
drive and condition perfect. 100%
Kept with care. 
AC working
neat and clean interior room. 100% originalno rust,no scratch on body
Non accidental. Suspension100%","Totota Corolla xli 1.3 Cnvrt Gli originally paint 2013 Model Original All doc Antique Car outstanding condition Power steering drive and condition perfect. 100% Kept with care. AC working neat and clean interior room. 100% originalno rust,no scratch on body Non accidental. Suspension100% Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2013,95000,2700000,2768100.0,-68100.0,-2.522222222222222,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10372998
Toyota Corolla 2018 for sale in Islamabad,"Bumper to Bumper Genuine , Lush condition, Used very nicely 10/10 Everything is in genuine condition. In showroom condition. Original return file is available.","Bumper to Bumper Genuine , Lush condition, Used very nicely 10/10 Everything is in genuine condition. In showroom condition. Original return file is available. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2018,125199,4300000,4368091.666666667,-68091.66666666698,-1.583527131782953,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10373758
Toyota Corolla 2006 for sale in Islamabad,good,good Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2006,280000,1800000,1867433.3333333333,-67433.33333333326,-3.746296296296292,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-islamabad-10450222
Toyota Corolla 2012 for sale in Islamabad,Complete original file is availble . Driven on petrol throughout . Looking to sell the car urgently. Non accidental. Original book is available as well. New tires installed recently . In showroom condition.,Complete original file is availble . Driven on petrol throughout . Looking to sell the car urgently. Non accidental. Original book is available as well. New tires installed recently . In showroom condition. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2012,10000,2900000,2967233.3333333335,-67233.33333333349,-2.3183908045977066,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10488028
Toyota Corolla 2020 for sale in Islamabad,"Toyota Altis 1.6 
Model: End 2020
Mileage: 60,000 kms 
Colour: Attitude Black  
Registration: Islamabad 

Used as 4th car, 4inch touching only on bonnet and bumpers are a bit rough, rest car is b2b genuine, 1st owner, everything available, tool etc , 2 keys, tyres recently changed, zero work required, just like brand new car.

Price is almost final
Dealers and time wasters stay away 
","Toyota Altis 1.6 Model: End 2020 Mileage: 60,000 kms Colour: Attitude Black Registration: Islamabad Used as 4th car, 4inch touching only on bonnet and bumpers are a bit rough, rest car is b2b genuine, 1st owner, everything available, tool etc , 2 keys, tyres recently changed, zero work required, just like brand new car. Price is almost final Dealers and time wasters stay away Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2020,59371,5220000,5287100.0,-67100.0,-1.28544061302682,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-islamabad-10256484
Toyota Corolla 1998 for sale in Islamabad,Just buy and drive gari main kui kam nai hy used k lea bht powerfull gari hy ,Just buy and drive gari main kui kam nai hy used k lea bht powerfull gari hy Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1998,400000,1130000,1196883.2966666666,-66883.29666666663,-5.918875811209436,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-islamabad-10463995
Toyota Corolla 2016 for sale in Islamabad,"All token taxes are paid to date. Need to sell the car urgently. Sealed and powerful engine . Will be sold to nearest offer. Original book is available as well. Non accidental. Petrol driven, CNG never installed .","All token taxes are paid to date. Need to sell the car urgently. Sealed and powerful engine . Will be sold to nearest offer. Original book is available as well. Non accidental. Petrol driven, CNG never installed . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2016,154000,3175000,3241366.63,-66366.62999999989,-2.0902875590551147,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10463975
Toyota Corolla 2022 for sale in Islamabad,toyota altas grrande 2022 model islamabad registration first owner untouch 47 thousend mailage for more details call ,toyota altas grrande 2022 model islamabad registration first owner untouch 47 thousend mailage for more details call Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2022,47000,6700000,6766333.333333333,-66333.33333333302,-0.9900497512437765,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-10357684
Toyota Corolla 2006 for sale in Islamabad,. Complete original file is availble . Totally driven on petrol. New tires installed recently . Urgently need to sellthe  car.,. Complete original file is availble . Totally driven on petrol. New tires installed recently . Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2006,200000,1950000,2016200.0,-66200.0,-3.394871794871795,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-islamabad-10416219
Toyota Corolla 2022 for sale in Islamabad,"TOTAL ORGINAL 
BRAND NEW CAR
UNTOUCH STEPNY
2 keys 
",TOTAL ORGINAL BRAND NEW CAR UNTOUCH STEPNY 2 keys Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2022,53000,5790000,5856033.333333333,-66033.33333333302,-1.140472078295907,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-10411791
Toyota Corolla 2010 for sale in Islamabad,"Toyota corolla xli converted automatic push start button  car start with romote auto window auto side mirrors inner total genuine never been into an accident  chill AC engine 10/10  suspension 10/10   Led lights also install alloy rim install tyre are in good condition recently install good sound system install android LCD install neat and clean car 
Car will be sell at nearest offer 
",Toyota corolla xli converted automatic push start button  car start with romote auto window auto side mirrors inner total genuine never been into an accident  chill AC engine 10/10  suspension 10/10   Led lights also install alloy rim install tyre are in good condition recently install good sound system install android LCD install neat and clean car Car will be sell at nearest offer Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2010,130000,2300000,2365883.3333333335,-65883.33333333349,-2.864492753623195,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10465167
Toyota Corolla 2011 for sale in Islamabad,Alloy Rims. Complete original file is availble . Driven on petrol throughout . Fitted with new tires. All token taxes are paid to date. Looking to sell the car urgently.,Alloy Rims. Complete original file is availble . Driven on petrol throughout . Fitted with new tires. All token taxes are paid to date. Looking to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2011,200,2350000,2415700.0,-65700.0,-2.7957446808510635,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10471880
Toyota Corolla 2016 for sale in Islamabad,Complete original file is availble . Totally driven on petrol. Engine is good condition . Few paint touchups on the body . Will be sold to nearest offer. Need to sell the car urgently.,Complete original file is availble . Totally driven on petrol. Engine is good condition . Few paint touchups on the body . Will be sold to nearest offer. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2016,150000,3150000,3215383.3333333335,-65383.33333333349,-2.0756613756613804,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10304053
Toyota Corolla 2013 for sale in Islamabad,i am selling my Toyota Corolla 2013 model new leather poses near and clean condition chat diggi and Bonet genuine sides shower no scratch on body at all all documents clear bio matric on the spot for more detail contact on this number :0*3*0*0*5*3*4*6*4*5*4,i am selling my Toyota Corolla 2013 model new leather poses near and clean condition chat diggi and Bonet genuine sides shower no scratch on body at all all documents clear bio matric on the spot for more detail contact on this number :0*3*0*0*5*3*4*6*4*5*4 Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,145000,2745000,2810333.3333333335,-65333.33333333349,-2.3800850030358283,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10374742
Toyota Corolla 2015 for sale in Islamabad,"toyota altis grande 1.8 full option 20
15
2-3 pice minor touching reat total genuine 
no work required just buy and drive 
price almost final  
Complete original file is availble . Petrol driven, CNG never installed . Non accidental. Original book is available as well. Urgently need to sellthe  car. All taxes paid.","toyota altis grande 1.8 full option 20 15 2-3 pice minor touching reat total genuine no work required just buy and drive price almost final Complete original file is availble . Petrol driven, CNG never installed . Non accidental. Original book is available as well. Urgently need to sellthe  car. All taxes paid. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2015,100000,4350000,4415283.326666667,-65283.326666667126,-1.5007661302682098,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10479196
Toyota Corolla 2013 for sale in Islamabad,"Toyota Corolla 2013
Lahore registered
295k Genuine Milage
Outer shower except roof
Home Used",Toyota Corolla 2013 Lahore registered 295k Genuine Milage Outer shower except roof Home Used Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,295000,2600000,2665213.3333333335,-65213.33333333349,-2.5082051282051343,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10388853
Toyota Corolla 2014 for sale in Islamabad,"On My own name , Total Genuine except Bonet only from front , Panel installed,  Ac , Heather Working . All original documents are complete  . Few paint touchups on the body . Never been into any accident. Price is flexible. Urgently need to sellthe  car.","On My own name , Total Genuine except Bonet only from front , Panel installed,  Ac , Heather Working . All original documents are complete  . Few paint touchups on the body . Never been into any accident. Price is flexible. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2014,185000,2800000,2864949.9966666666,-64949.996666666586,-2.319642738095235,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-9968280
Toyota Corolla 2011 for sale in Islamabad,Alloy Rims. Complete original file is availble . Driven on petrol throughout . Fitted with new tires. Never got into major accident. All token taxes are paid to date. Urgently need to sell the  car. Price is flexible.own name bio matric on the spot.sides showerd chhat diggi bonut dry showerd.inner all seals are ok.machanically & electrically 100%.gear suspensions 100%.,Alloy Rims. Complete original file is availble . Driven on petrol throughout . Fitted with new tires. Never got into major accident. All token taxes are paid to date. Urgently need to sell the  car. Price is flexible.own name bio matric on the spot.sides showerd chhat diggi bonut dry showerd.inner all seals are ok.machanically & electrically 100%.gear suspensions 100%. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2011,250000,2500000,2564896.6666666665,-64896.66666666651,-2.5958666666666605,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10448255
Toyota Corolla 2018 for sale in Islamabad,It’s Gli 2018 Auto with Islamabad registration.One door is repaint.scratch less body.Mechanically perfect.For further assistance kindly contact.Thanks,It’s Gli 2018 Auto with Islamabad registration.One door is repaint.scratch less body.Mechanically perfect.For further assistance kindly contact.Thanks Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2018,113000,4650000,4714666.666666667,-64666.66666666698,-1.390681003584236,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10479364
Toyota Corolla 2017 for sale in Islamabad,"Toyota corolla Gli 2017 model 
Strong blue metallic colour
Brand new rim tyres
Outer 2 piece touchup (Front left fender and front left door) Inter total genuine. 
Non-acidental guarantee",Toyota corolla Gli 2017 model Strong blue metallic colour Brand new rim tyres Outer 2 piece touchup (Front left fender and front left door) Inter total genuine. Non-acidental guarantee Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2017,108200,3720000,3784633.33,-64633.330000000075,-1.7374551075268838,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-10462989
Toyota Corolla 2010 for sale in Islamabad,"Outer shower 
Engine changed 
After market thing:
Alloy Rims with new tyre 
Kits 
Half interior Carbon fiber
Steering carbon fiber
Canadian front grill.

 Never got into accident. Engine is replaced with a powerful one. Urgently need to sellthe  car.",Outer shower Engine changed After market thing: Alloy Rims with new tyre Kits Half interior Carbon fiber Steering carbon fiber Canadian front grill. Never got into accident. Engine is replaced with a powerful one. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2010,270000,2900000,2964536.6666666665,-64536.66666666651,-2.225402298850569,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10463311
Toyota Corolla 1996 for sale in Islamabad,"All original documents are complete  . Never been into any accident. Original Book is available. Price is slightly negotiable. Engine in pristine condition . All taxes paid. Looking to sell the car urgently. Toyota Corolla indus 2od genioun diesel 
1996 model red color 
Outer shower inner genioun condition 
Engine 10/10 condition
Average 19.20 local 
23.24 on long confirm 
Lahore number all documents clear 
Bio metric on spot 
Tyre ok condition 
Bluetooth speaker install 
Demand 1450 fnf 1350 is sa nechy waly rabta na kry",All original documents are complete  . Never been into any accident. Original Book is available. Price is slightly negotiable. Engine in pristine condition . All taxes paid. Looking to sell the car urgently. Toyota Corolla indus 2od genioun diesel 1996 model red color Outer shower inner genioun condition Engine 10/10 condition Average 19.20 local 23.24 on long confirm Lahore number all documents clear Bio metric on spot Tyre ok condition Bluetooth speaker install Demand 1450 fnf 1350 is sa nechy waly rabta na kry Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1996,425000,1450000,1514383.33,-64383.330000000075,-4.440229655172419,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-islamabad-10475797
Toyota Corolla 2011 for sale in Islamabad,"Aoa second owner ladies used
Total jenwan in original paint100%
Seal to seal pack original 100% Everything is in genuine condition . Complete service details available. Totally driven on petrol. Just like a Zero Meter car. New tires installed recently . Never been into any accident. Price is slightly negotiable. Sealed and powerful engine . All taxes paid. Original book of this car is also available.",Aoa second owner ladies used Total jenwan in original paint100% Seal to seal pack original 100% Everything is in genuine condition . Complete service details available. Totally driven on petrol. Just like a Zero Meter car. New tires installed recently . Never been into any accident. Price is slightly negotiable. Sealed and powerful engine . All taxes paid. Original book of this car is also available. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2011,93150,3470000,3534123.33,-64123.330000000075,-1.8479345821325668,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10443096
Toyota Corolla 2017 for sale in Islamabad,"Bounet changed and one fender repaint due to hard scratchs rest of the car is genuine 
not accident at all
using since last 2 years 
price is slightly negotiable on spot 
car can be seen in Attock city",Bounet changed and one fender repaint due to hard scratchs rest of the car is genuine not accident at all using since last 2 years price is slightly negotiable on spot car can be seen in Attock city Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2017,88000,4875000,4938666.666666667,-63666.66666666698,-1.3059829059829122,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-10428742
Toyota Corolla 1994 for sale in Islamabad,"toyota corolla XE japaness 1994/2007 import
outer shower inner geniune 
seal to seal never got into accident
tyre 90% 
mechanical 100% just buy and drive 
for more contact us",toyota corolla XE japaness 1994/2007 import outer shower inner geniune seal to seal never got into accident tyre 90% mechanical 100% just buy and drive for more contact us Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1994,180000,1700000,1763230.0,-63230.0,-3.719411764705882,https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-islamabad-10463936
Toyota Corolla 1997 for sale in Islamabad,"Japani 100% original with alloy rims, mechanically 100% , new tyrs, minor touching, fully original, chill AC, MULTIMEDIA INSTALL, WITH BACK CAMERA, smart card, Lightweight allow rims .","Japani 100% original with alloy rims, mechanically 100% , new tyrs, minor touching, fully original, chill AC, MULTIMEDIA INSTALL, WITH BACK CAMERA, smart card, Lightweight allow rims . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,1997,100000,2200000,2262766.6666666665,-62766.66666666651,-2.8530303030302964,https://www.pakwheels.com/used-cars/toyota-corolla-1997-for-sale-in-islamabad-10410832
Toyota Corolla 2005 for sale in Islamabad,"Xli converted to Gli
Inner total genuine
Non-Accidental
Outer showered without potein
Engine & Suspension all okay
Alloy rims & Tyres in good condition 
Amp, Baser & Andriod panel installed
Interior in good condition 
Location: G-8 or Westridge 3(Allahbad)","Xli converted to Gli Inner total genuine Non-Accidental Outer showered without potein Engine & Suspension all okay Alloy rims & Tyres in good condition Amp, Baser & Andriod panel installed Interior in good condition Location: G-8 or Westridge 3(Allahbad) Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2005,123456,2250000,2312700.0,-62700.0,-2.7866666666666666,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-islamabad-10403381
Toyota Corolla 1999 for sale in Islamabad,"petrol gas bought chill
alloy rims 
ac hetar chill
80 percent tayr
inner seal to seal
outer shawar
gari ma koi km ni",petrol gas bought chill alloy rims ac hetar chill 80 percent tayr inner seal to seal outer shawar gari ma koi km ni Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1999,200000,1420000,1482650.0,-62650.0,-4.411971830985915,https://www.pakwheels.com/used-cars/toyota-corolla-1999-for-sale-in-islamabad-10429412
Toyota Corolla 2021 for sale in Islamabad,Everything is in genuine condition . All original documents are complete  . As good as a brand new car. Never got into accident. Original Book is available. Looking to sell the car urgently. Price is flexible.,Everything is in genuine condition . All original documents are complete  . As good as a brand new car. Never got into accident. Original Book is available. Looking to sell the car urgently. Price is flexible. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2021,35000,5800000,5862500.0,-62500.0,-1.0775862068965518,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-10372098
Toyota Corolla 2010 for sale in Islamabad,Complete original file is availble . Totally driven on petrol. Non accidental. Will be sold to nearest offer. Urgently need to sellthe  car.,Complete original file is availble . Totally driven on petrol. Non accidental. Will be sold to nearest offer. Urgently need to sellthe  car. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2010,228560,2150000,2212366.6666666665,-62366.66666666651,-2.9007751937984425,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-10446248
Toyota Corolla 2012 for sale in Islamabad,"- PakWheels inspected car
- Inspection report attached
- Number plates available
- 1st Owner
- Token Tax Paid
- Manufacture 2012
- Registered 2012
-Documents not check by pakwheels.com
- 1 key available",- PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2012 - Registered 2012 -Documents not check by pakwheels.com - 1 key available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2012,163729,2600000,2662146.6666666665,-62146.66666666651,-2.3902564102564043,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10483792
Toyota Corolla 2011 for sale in Islamabad,"After Market Alloy rims. Original book is available as well. All original documents are complete. Non accidental. Brand new tires and rims were installed in October 2024. Token tax is up to date. Totally driven on petrol. Engine is pristine condition (previous owner had changed the engine assembly so its all good and powerful). On my own name. 
Car is in seals, no major accident, outer is showered. Computerized number plates were not issued per previous owner. Exchange option can be considered. Price is flexible. Exchange with 1.8 cars or camry 2008","After Market Alloy rims. Original book is available as well. All original documents are complete. Non accidental. Brand new tires and rims were installed in October 2024. Token tax is up to date. Totally driven on petrol. Engine is pristine condition (previous owner had changed the engine assembly so its all good and powerful). On my own name. Car is in seals, no major accident, outer is showered. Computerized number plates were not issued per previous owner. Exchange option can be considered. Price is flexible. Exchange with 1.8 cars or camry 2008 Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2011,240000,2480000,2541566.6666666665,-61566.66666666651,-2.482526881720424,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10467456
Toyota Corolla 2012 for sale in Islamabad,"original File smart Card 
file return 
2nd owner 
inner Guniun 
model 2012/2013 
outer ,50% Guniun ( roof piller digi right fender doors uper say guniun nechy say shower bonat half shower without putine )
touch panal Android Install
patrol average 18 plus 
neat & clean Car 
no foolish Offer
suspension ok 
engine ok
ac out class chilled 
heater working 
biomatric available","original File smart Card file return 2nd owner inner Guniun model 2012/2013 outer ,50% Guniun ( roof piller digi right fender doors uper say guniun nechy say shower bonat half shower without putine ) touch panal Android Install patrol average 18 plus neat & clean Car no foolish Offer suspension ok engine ok ac out class chilled heater working biomatric available Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Toyota,Corolla,2012,225000,2600000,2661550.0,-61550.0,-2.3673076923076923,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10225458
Toyota Corolla 1998 for sale in Islamabad,"Inner totally genuine
Outer fully showered with potin
Entertainment screen
Automatic smooth transmission.
New tyres with Rims
Suspensions and mechanically perfect
Recently changed engine and suspension oil
Minor body scratches. 
Non-accidented
In my own name. 
New tyres with Rims
CNG installed but totally driven on petrol.
Can be seen in police foundation on weekdays and in G-10 on weekends.
. After Market Alloy rims. Original book of this car is also available",Inner totally genuine Outer fully showered with potin Entertainment screen Automatic smooth transmission. New tyres with Rims Suspensions and mechanically perfect Recently changed engine and suspension oil Minor body scratches. Non-accidented In my own name. New tyres with Rims CNG installed but totally driven on petrol. Can be seen in police foundation on weekdays and in G-10 on weekends. . After Market Alloy rims. Original book of this car is also available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,1998,200000,1300000,1361233.3066666666,-61233.30666666664,-4.710254358974357,https://www.pakwheels.com/used-cars/toyota-corolla-1998-for-sale-in-islamabad-10425751
Toyota Corolla 2012 for sale in Islamabad,Auction sheet avaitgwo alble. Alloy Rims.,Auction sheet avaitgwo alble. Alloy Rims. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2012,130000,2950000,3010966.6666666665,-60966.66666666651,-2.0666666666666615,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-10454204
Toyota Corolla 2013 for sale in Islamabad,"Toyota Corolla XLi Convert GLi
2013 Model
Total Geniune Paint.
New Tyres
Fresh Interior
113K original mileage
Owner Manual Available
Army Offier Driven
Car speaks for it's condition.
Power Windows
As Good as Brandnew Car
Biometric Available on Spot
Just Buy n Drive
No Work Required All original documents are complete  . Price is slightly negotiable.",Toyota Corolla XLi Convert GLi 2013 Model Total Geniune Paint. New Tyres Fresh Interior 113K original mileage Owner Manual Available Army Offier Driven Car speaks for it's condition. Power Windows As Good as Brandnew Car Biometric Available on Spot Just Buy n Drive No Work Required All original documents are complete  . Price is slightly negotiable. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2013,113000,3180000,3240616.6633333336,-60616.66333333356,-1.90618438155137,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10261914
Toyota Corolla 2018 for sale in Islamabad,"TOYOTA COROLLA GRANDE 1.8 CVT
MODEL 2018
ISLAMABAD REGISTERED 
96K DRIVEN
2PARTS MINOR SHOWERD
COMPLETE DOCUMENTATIONS 

Further Information Please Call 11am to 8pm
Physically Visit at MOTOR CLASS Main PWD Double Road ISLAMABAD 
",TOYOTA COROLLA GRANDE 1.8 CVT MODEL 2018 ISLAMABAD REGISTERED 96K DRIVEN 2PARTS MINOR SHOWERD COMPLETE DOCUMENTATIONS Further Information Please Call 11am to 8pm Physically Visit at MOTOR CLASS Main PWD Double Road ISLAMABAD Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Toyota,Corolla,2018,94880,5300000,5360100.0,-60100.0,-1.1339622641509435,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-10396231
