Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Suzuki Mehran 2012 for sale in Islamabad,"Total genuine
Digi touching 
2012 model Euro 2
Ac attached but not working properly
Alloy rim & Pati walay tyre
LCD attached amplifier and buffer daba Also attached in the car
Meray name pa ha gari 
Life time Token taxes Paid 
Card & full file Available",Total genuine Digi touching 2012 model Euro 2 Ac attached but not working properly Alloy rim & Pati walay tyre LCD attached amplifier and buffer daba Also attached in the car Meray name pa ha gari Life time Token taxes Paid Card & full file Available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,700000,1270000,1194666.6666666667,75333.33333333326,5.93175853018372,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-9417200
Suzuki Mehran 2012 for sale in Islamabad,"Suzuki Mehran 2012 VX – For Sale
CNG Installed | Driven on Petrol | Totally Genuine | Panel & Back Camera Installed

I'm selling my Suzuki Mehran VX 2012 in excellent condition:
Model: 2012
Variant: VX
Fuel: CNG installed, but driven completely on petrol

Condition:
Inner & outer 100% genuine
Non-accidental
No shower or touch-ups
Original paint
Roof and side doors wrapped in glossy black (removable wrap – original paint underneath)

Extras:
New tyres (Dunlop) installed 
Multimedia panel installed
Back camera installed

Ownership: Registered in my own name

Documents: All documents are complete, verified, and available

Clearances: Token, passing, and permit all cleared

This is a carefully maintained car with reliable performance and modern additions for comfort and convenience.

Serious buyers only. Contact for more details or to arrange a viewing/test drive.","Suzuki Mehran 2012 VX – For Sale CNG Installed | Driven on Petrol | Totally Genuine | Panel & Back Camera Installed I'm selling my Suzuki Mehran VX 2012 in excellent condition: Model: 2012 Variant: VX Fuel: CNG installed, but driven completely on petrol Condition: Inner & outer 100% genuine Non-accidental No shower or touch-ups Original paint Roof and side doors wrapped in glossy black (removable wrap – original paint underneath) Extras: New tyres (Dunlop) installed Multimedia panel installed Back camera installed Ownership: Registered in my own name Documents: All documents are complete, verified, and available Clearances: Token, passing, and permit all cleared This is a carefully maintained car with reliable performance and modern additions for comfort and convenience. Serious buyers only. Contact for more details or to arrange a viewing/test drive. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2012,71000,850000,773883.3333333334,76116.66666666663,8.954901960784309,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10469828
Suzuki Mehran 2017 for sale in Islamabad,alloy rimes 100% maintained by dealership. Complete service details available.,alloy rimes 100% maintained by dealership. Complete service details available. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,95880,1420000,1343655.5555555557,76344.44444444426,5.376369327073539,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10450492
Suzuki Mehran 2012 for sale in Islamabad,"Model 12
Registration 13
2 PC shower
price will be negotiable Lightweight allow rims .",Model 12 Registration 13 2 PC shower price will be negotiable Lightweight allow rims . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,110000,1100000,1022783.3333333334,77216.66666666663,7.019696969696966,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10418155
Suzuki Mehran 2003 for sale in Islamabad,"Suzuki Mehran 2003
> Color: White
> Driven 92,995 km
> Center Locking System Installed 
> Good condition
> Good fuel average
> Faislabad Registered
> All documents clear
> Bluetooth connectivity 
> Smartcard with Biometric
> Just Buy And Drive
> Condition 10/9
> Total Genie ALHAMDULILLAH
> just back side ka ek door Showered hai bs  

Important Note:
> Boofers Sound System sath nahi mily ga. 
> Price is slightly Negotiable
> Located in Islamabad, Sector i-14/3

","Suzuki Mehran 2003 > Color: White > Driven 92,995 km > Center Locking System Installed > Good condition > Good fuel average > Faislabad Registered > All documents clear > Bluetooth connectivity > Smartcard with Biometric > Just Buy And Drive > Condition 10/9 > Total Genie ALHAMDULILLAH > just back side ka ek door Showered hai bs Important Note: > Boofers Sound System sath nahi mily ga. > Price is slightly Negotiable > Located in Islamabad, Sector i-14/3 Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2003,96801,690000,612686.6666666666,77313.33333333337,11.204830917874402,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-islamabad-10464113
Suzuki Mehran 1995 for sale in Islamabad,I am selling my Suzuki mehran vx good condition. Alloy rim . Contact on what's app for car condition . Lahore number. Token paid . Price negotiable,I am selling my Suzuki mehran vx good condition. Alloy rim . Contact on what's app for car condition . Lahore number. Token paid . Price negotiable Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1995,15000,650000,569333.3333333334,80666.66666666663,12.410256410256403,https://www.pakwheels.com/used-cars/suzuki-mehran-1995-for-sale-in-islamabad-10475271
Suzuki Mehran 2010 for sale in Islamabad,"Alloy rim 
2nd owner 
smart card
back small pic only shower 
mechanically fit 
original paint.",Alloy rim 2nd owner smart card back small pic only shower mechanically fit original paint. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2010,75000,1100000,1017266.6666666666,82733.33333333337,7.521212121212124,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-10400131
Suzuki Mehran 1990 for sale in Islamabad,Suzuki Mehran 1990 model vx New tyar New  Mating Powerful Sound system smooth Engine Smooth Gar original Document Lifetime Smart Car original Computer Number plates and Location Rawal Dam choke shell patrol pump contact [redacted phone number] /[redacted phone number],Suzuki Mehran 1990 model vx New tyar New  Mating Powerful Sound system smooth Engine Smooth Gar original Document Lifetime Smart Car original Computer Number plates and Location Rawal Dam choke shell patrol pump contact [redacted phone number] /[redacted phone number] Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1990,100000,580000,497216.6666666667,82783.33333333331,14.272988505747122,https://www.pakwheels.com/used-cars/suzuki-mehran-1990-for-sale-in-islamabad-10473605
Suzuki Mehran 2007 for sale in Islamabad,Complete original file is availble. Fitted with new tires. Never got into accident. Token tax paid for life. Driven on petrol throughout. Need to sell the car urgently.outer recently showerd for fresh look.,Complete original file is availble. Fitted with new tires. Never got into accident. Token tax paid for life. Driven on petrol throughout. Need to sell the car urgently.outer recently showerd for fresh look. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,85000,850000,766401.85,83598.15000000002,9.835076470588238,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10459371
Suzuki Mehran 2011 for sale in Islamabad,"2011 model mehran VX, lahore number
totally genuine
on my own name, smart card available, all documents Original
new tyres
music system installed
neat and clean car / home used by professor
totally 49000 Km driven genuine
fuel average 18-19 Km","2011 model mehran VX, lahore number totally genuine on my own name, smart card available, all documents Original new tyres music system installed neat and clean car / home used by professor totally 49000 Km driven genuine fuel average 18-19 Km Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2011,49000,1100000,1014983.3333333334,85016.66666666663,7.728787878787875,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10457254
Suzuki Mehran 2011 for sale in Islamabad,all documents okay biometric on spot smart card. life time token. no shower non accident,all documents okay biometric on spot smart card. life time token. no shower non accident Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,120000,1100000,1014746.6666666666,85253.33333333337,7.750303030303034,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10450404
Suzuki Mehran 2017 for sale in Islamabad,"Family Used Car,Car is in it's pristine condition,Total genuine B2B,Newly tyres installed, untouched steppni,water throwing engine,as much u say it is brand new car,not even single scratch on peace of body,dealers please stay away slightly negotiable at the spot ,2nd owner all original documents available ,New keys with mobilizers","Family Used Car,Car is in it's pristine condition,Total genuine B2B,Newly tyres installed, untouched steppni,water throwing engine,as much u say it is brand new car,not even single scratch on peace of body,dealers please stay away slightly negotiable at the spot ,2nd owner all original documents available ,New keys with mobilizers Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2017,50000,1650000,1563583.3333333333,86416.66666666674,5.237373737373742,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10436423
Suzuki Mehran 1997 for sale in Islamabad,"Alloy rim installed 
Total genuine 
AC working 
Engine Good condition
Biometric available",Alloy rim installed Total genuine AC working Engine Good condition Biometric available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1997,140000,700000,613510.0,86490.0,12.355714285714285,https://www.pakwheels.com/used-cars/suzuki-mehran-1997-for-sale-in-islamabad-10443994
Suzuki Mehran 2017 for sale in Islamabad,"genuine condition
genuine air condition 
non-accidental 
mobilizer key 
car is in good neat clean condition
scratchless",genuine condition genuine air condition non-accidental mobilizer key car is in good neat clean condition scratchless Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,85000,1625000,1538000.0,87000.0,5.353846153846154,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10383310
Suzuki Mehran 2017 for sale in Islamabad,"Geniune Condition 
Islamabad Register 
Only For Office Use
Engine 10/10
Best Fuel Average 
Power Windows 
Biomatic On Spot
New Tires",Geniune Condition Islamabad Register Only For Office Use Engine 10/10 Best Fuel Average Power Windows Biomatic On Spot New Tires Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,101238,1650000,1562405.0,87595.0,5.308787878787879,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10365592
Suzuki Mehran 2003 for sale in Islamabad,good condition gas cylinder available bio metric done 10 by 10 condition special Aloy rims Lahore number Lightweight allow rims . Complete auction sheet available. 100% maintained by dealership. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Minor touchups . Original book is available as well. Need to sell the car urgently.,good condition gas cylinder available bio metric done 10 by 10 condition special Aloy rims Lahore number Lightweight allow rims . Complete auction sheet available. 100% maintained by dealership. Complete original file is availble . Driven on petrol throughout . Token tax paid for life. Minor touchups . Original book is available as well. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2003,30000,850000,760610.0,89390.0,10.516470588235293,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-islamabad-10410103
Suzuki Mehran 2017 for sale in Islamabad,"The car has not been involved in any accidents. Non Accidental Car Urgent Sale 
Likely a used car listing.. 100% original. Recently imported. Just like a Zero Meter car. Alloy Rims. 100% maintained by dealership. Complete service details available. Original book is available as well. Complete original file is availble. Fitted with new tires. All taxes paid",The car has not been involved in any accidents. Non Accidental Car Urgent Sale Likely a used car listing.. 100% original. Recently imported. Just like a Zero Meter car. Alloy Rims. 100% maintained by dealership. Complete service details available. Original book is available as well. Complete original file is availble. Fitted with new tires. All taxes paid Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2017,62249,1600000,1509766.6666666667,90233.33333333326,5.639583333333328,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-islamabad-10432604
Suzuki Mehran 2014 for sale in Islamabad,2014/2015 ac working All token taxes are paid for life .,2014/2015 ac working All token taxes are paid for life . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,33000,1320000,1228936.6666666667,91063.33333333326,6.898737373737368,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10390525
Suzuki Mehran 2018 for sale in Islamabad,"2018 model end  10/10/2018
B2b genuine (Bumpers also original paint ) 
Original milage 81 thousand ,
Original ac  working ac and heater 
Kept with extrem care . Can be seen in Bahria town phase 4 , Personal family used vehical .","2018 model end  10/10/2018 B2b genuine (Bumpers also original paint ) Original milage 81 thousand , Original ac  working ac and heater Kept with extrem care . Can be seen in Bahria town phase 4 , Personal family used vehical . Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2018,81000,1700000,1608558.888888889,91441.11111111101,5.378888888888883,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10484981
Suzuki Mehran 2016 for sale in Islamabad,"Seat Covers
Documents not check by pakwheels
PakWheels inspected car
Inspection report attached
Number plates not available
2nd Owner
Token Tax Paid
Manufacture 2016
Registered 2016
1 keys available
",Seat Covers Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates not available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 1 keys available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,67159,1300000,1207500.0,92500.0,7.115384615384615,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10435718
Suzuki Mehran 2011 for sale in Islamabad,Alloy Rims. 100% original . Driven on petrol throughout . New tires installed recently .,Alloy Rims. 100% original . Driven on petrol throughout . New tires installed recently . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,80000,1200000,1106966.6666666667,93033.33333333326,7.752777777777771,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10403881
Suzuki Mehran 2013 for sale in Islamabad,"Suzuki Mehran VXR 

Details:

Model: 2013
Variant: VXR
Color: White
Registration:  Punjab (Lahore)
Location: Islamabad
Fuel: Petrol
AC: Company fitted

Mileage & Performance:
City average: 16–17 km/l (with AC)
Long drive: 19–20 km/l

Features:
Power windows
Security System
Android LED display
Rear camera
Serva Brake

Condition:
Tyres: ~50% life remaining
Minor touches: 2 doors (left & right side bottom), right side fender
Seal to seal original

Documents:
	Smart Card original
	Life Time Token
	Complete Original File
","Suzuki Mehran VXR Details: Model: 2013 Variant: VXR Color: White Registration:  Punjab (Lahore) Location: Islamabad Fuel: Petrol AC: Company fitted Mileage & Performance: City average: 16–17 km/l (with AC) Long drive: 19–20 km/l Features: Power windows Security System Android LED display Rear camera Serva Brake Condition: Tyres: ~50% life remaining Minor touches: 2 doors (left & right side bottom), right side fender Seal to seal original Documents: Smart Card original Life Time Token Complete Original File Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2013,70000,1150000,1055910.0,94090.0,8.181739130434783,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10455391
Suzuki Mehran 2008 for sale in Islamabad,"Total geniun just 1 funder tuching 
Life time token paid
Biometric on the spot
File available
Smart card
Lahore number
Tyre recently new
Dry Bettry
Normal sound system
New Poshing sofa seats
New shocks",Total geniun just 1 funder tuching Life time token paid Biometric on the spot File available Smart card Lahore number Tyre recently new Dry Bettry Normal sound system New Poshing sofa seats New shocks Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2008,10000,940000,841563.3333333334,98436.66666666663,10.471985815602833,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10417131
Suzuki Mehran 1995 for sale in Islamabad,"full antique car ha
inner outer  orgional 
2019 model k sath khari kro tw ye apna app daikhati ha
full care k sath rkhi h...
bio matric on the spot mely ge
A C working
new tyers
just petrol ha or petrol par he chali ha
gari polition ki teh or bs gar khari rhi ha chali bhot kam ha
gari m aik rupy ka b kaam nh ha
jo aik br ayga wo lazmi gari lykr jaega
old model lovers k lia gift h ye
gari asi smooth h jaisy shower s nikli ho
Rate belkul finial ha m aik rupy b nh kam krnga zehain m rkhna sab bhai
jes bhai ko smj ho chez ki...wohe cntct kry or sath lykr ay...jazakAllah Everything is in genuine condition . Lifetime token tax paid.",full antique car ha inner outer  orgional 2019 model k sath khari kro tw ye apna app daikhati ha full care k sath rkhi h... bio matric on the spot mely ge A C working new tyers just petrol ha or petrol par he chali ha gari polition ki teh or bs gar khari rhi ha chali bhot kam ha gari m aik rupy ka b kaam nh ha jo aik br ayga wo lazmi gari lykr jaega old model lovers k lia gift h ye gari asi smooth h jaisy shower s nikli ho Rate belkul finial ha m aik rupy b nh kam krnga zehain m rkhna sab bhai jes bhai ko smj ho chez ki...wohe cntct kry or sath lykr ay...jazakAllah Everything is in genuine condition . Lifetime token tax paid. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1995,95000,750000,650590.0,99410.0,13.254666666666667,https://www.pakwheels.com/used-cars/suzuki-mehran-1995-for-sale-in-islamabad-10464059
Suzuki Mehran 2007 for sale in Islamabad,"Suzuki mehran vx totally inner outer geniune condition, Totally geniune rare piece , very good condition, excellent for home use, no accident,
:Total Geniune Seal to seal geniune!!!!
:Ac installed
:Great condition of body and engine 
:No work required 
Only interested buyers can contact,[redacted phone number]","Suzuki mehran vx totally inner outer geniune condition, Totally geniune rare piece , very good condition, excellent for home use, no accident, :Total Geniune Seal to seal geniune!!!! :Ac installed :Great condition of body and engine :No work required Only interested buyers can contact,[redacted phone number] Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2007,60000,819000,719018.5166666667,99981.48333333328,12.207751322751315,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10376266
Suzuki Mehran 1991 for sale in Islamabad,"Suzuki Mehran Automatic 660c
- 1991 model 1995 registretd  
- japani engine 660cc automatic installed 15 days ago 
- 18,19 avergae 
-automatic meter 
- servo breaks installed 
- tires 90% in good condition can be seen in the picture 
- outer showered 
- islamabad number 
- life time token paid
- on my own name 
- biometric available on spot 
- engine number is already on smart card 
- all mechanical work is done 
- family used car 
- just buy and drive
- text call on whatsapp 
- it is negotiable on the spot only. Will be sold to nearest offer","Suzuki Mehran Automatic 660c - 1991 model 1995 registretd - japani engine 660cc automatic installed 15 days ago - 18,19 avergae -automatic meter - servo breaks installed - tires 90% in good condition can be seen in the picture - outer showered - islamabad number - life time token paid - on my own name - biometric available on spot - engine number is already on smart card - all mechanical work is done - family used car - just buy and drive - text call on whatsapp - it is negotiable on the spot only. Will be sold to nearest offer Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,1991,60000,780000,678413.3333333334,101586.66666666663,13.02393162393162,https://www.pakwheels.com/used-cars/suzuki-mehran-1991-for-sale-in-islamabad-9539263
Suzuki Mehran 2007 for sale in Islamabad,Good car,Good car Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2007,78000,880000,777683.3333333334,102316.66666666663,11.626893939393936,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-9977876
Suzuki Mehran 2012 for sale in Islamabad,"VX with AC
Audio Tape
Multan Registerd
Document Clear
Bio on Spot 
Driven on petrol throughout . 
All token taxes are paid for life . 
The original book is available. 
Token tax is up to date.
 The price is slightly negotiable. 
Need to sell the car urgently.",VX with AC Audio Tape Multan Registerd Document Clear Bio on Spot Driven on petrol throughout . All token taxes are paid for life . The original book is available. Token tax is up to date. The price is slightly negotiable. Need to sell the car urgently. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,14000,1030000,927016.6666666666,102983.33333333337,9.998381877022657,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10477789
Suzuki Mehran 2014 for sale in Islamabad,"Mehran VX convert VXR B2B genuine, 
White colour,
Islamabad registration,
Own my name,
Smart card,
Life time token,
Total genuine,
New tyre and alloy rim,
Family used,
Location Bari imam darbar,
Only serious contact what's up & call,
Chaska party & dealer hazrat sy mazrat,
On the spot kami pishi ho sakti ha
","Mehran VX convert VXR B2B genuine, White colour, Islamabad registration, Own my name, Smart card, Life time token, Total genuine, New tyre and alloy rim, Family used, Location Bari imam darbar, Only serious contact what's up & call, Chaska party & dealer hazrat sy mazrat, On the spot kami pishi ho sakti ha Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2014,75000,1350000,1246413.3333333333,103586.66666666674,7.6730864197530915,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10470297
Suzuki Mehran 1999 for sale in Islamabad,allow rims installed.No mechanical work needed.Engineoil and tuning done on 12 august 2025. Inner outer genuine.Neat and clean interior. Non accidental. Petrol driven. family used car .All decoration done.Japan assembled.,allow rims installed.No mechanical work needed.Engineoil and tuning done on 12 august 2025. Inner outer genuine.Neat and clean interior. Non accidental. Petrol driven. family used car .All decoration done.Japan assembled. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1999,25806,850000,742163.3333333334,107836.66666666663,12.686666666666662,https://www.pakwheels.com/used-cars/suzuki-mehran-1999-for-sale-in-islamabad-10451910
Suzuki Mehran 2009 for sale in Islamabad,totel Genuine  new tayr good condation,totel Genuine  new tayr good condation Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2009,59086,1150000,1039040.0,110960.0,9.648695652173913,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10372785
Suzuki Mehran 2011 for sale in Islamabad,"Suzuki Mehran 2011 – Metallic Grey

Model: 2011

Color: Metallic Grey

Mileage: 70,000 km

Condition: Excellent – no mechanical work required

Tyres: Brand new tyres installed 2 weeks ago

Drive: Smooth and reliable ,  feels like new . 

Total Guinness no Touching in Car


Color: Metallic Grey

Mileage: 70,000 km

Condition: Excellent – no mechanical work required

Tyres: Brand new tyres installed 2 weeks ago

Drive: Smooth and reliable ,  feels like new . 

 Inside out fully original. 
Driven on petrol throughout . 
Token tax paid for life. 
Non accidental.","Suzuki Mehran 2011 – Metallic Grey Model: 2011 Color: Metallic Grey Mileage: 70,000 km Condition: Excellent – no mechanical work required Tyres: Brand new tyres installed 2 weeks ago Drive: Smooth and reliable ,  feels like new . Total Guinness no Touching in Car Color: Metallic Grey Mileage: 70,000 km Condition: Excellent – no mechanical work required Tyres: Brand new tyres installed 2 weeks ago Drive: Smooth and reliable ,  feels like new . Inside out fully original. Driven on petrol throughout . Token tax paid for life. Non accidental. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2011,80000,1200000,1083800.0,116200.0,9.683333333333334,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10387300
Suzuki Mehran 2008 for sale in Islamabad,"Body Kit
Alloy Rims
LED Lights
Sound System
After Market Steering
Floor Matting
Floor Matts
Documents not check by pakwheels
PakWheels inspected car
Inspection report attached
Number plates available
2nd Owner
Token Tax Paid
Manufacture 2008
Registered 2008
1 key available
",Body Kit Alloy Rims LED Lights Sound System After Market Steering Floor Matting Floor Matts Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2008 Registered 2008 1 key available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2008,30652,1000000,883060.0,116940.0,11.694,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10426914
Suzuki Mehran 2018 for sale in Islamabad,Alloy rims M Bofar Total compelet,Alloy rims M Bofar Total compelet Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,90000,1620000,1502222.7777777775,117777.22222222248,7.270198902606325,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10435870
Suzuki Mehran 2013 for sale in Islamabad,The new car is the family Showroom condition total genuine,The new car is the family Showroom condition total genuine Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,10000,1450000,1330850.0,119150.0,8.217241379310344,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10445114
Suzuki Mehran 2008 for sale in Islamabad,"mehran for sale 
no touching 
no cracking 
no welding 
brand new car just like zero meter 
low millage 
2nd ower
demand 1150 
location bharakhau Islamabad 
chaska party stay away",mehran for sale no touching no cracking no welding brand new car just like zero meter low millage 2nd ower demand 1150 location bharakhau Islamabad chaska party stay away Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2008,83000,1150000,1029330.0,120670.0,10.49304347826087,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10417925
Suzuki Mehran 2015 for sale in Islamabad,"model 2015
Total genion no shower no repaint
no touching only qalam
no cracking no welding
engine gear all ok 
Ac install
no work required buy and drive
very good condition
gift for mehran lover
plz contact only whatsapp
firs car visit and  make offer
thanks.",model 2015 Total genion no shower no repaint no touching only qalam no cracking no welding engine gear all ok Ac install no work required buy and drive very good condition gift for mehran lover plz contact only whatsapp firs car visit and  make offer thanks. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2015,90000,1330000,1205183.3333333333,124816.66666666674,9.384711779448628,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10487001
Suzuki Mehran 2011 for sale in Islamabad,"Assalamualikum, I am selling my Suzuki mehran scheme, Gari taxi ke tor pr aik din bhi istimal nhi hoi. Mechaniacally 100%, android panel installed, new tyres. Location golra mor. 
JazakAllah ","Assalamualikum, I am selling my Suzuki mehran scheme, Gari taxi ke tor pr aik din bhi istimal nhi hoi. Mechaniacally 100%, android panel installed, new tyres. Location golra mor. JazakAllah Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2011,75000,790000,664116.6666666666,125883.33333333337,15.934599156118148,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10359529
Suzuki Mehran 2012 for sale in Islamabad,Ghari ful jenwan condition me ha Alloy Rims.instal ha ghari mere name py ha orgnal halat me ha,Ghari ful jenwan condition me ha Alloy Rims.instal ha ghari mere name py ha orgnal halat me ha Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,10000,1150000,1023566.6666666666,126433.33333333337,10.994202898550729,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10422558
Suzuki Mehran 2009 for sale in Islamabad,"B to B jenvan 
model 9/10
totally jenvan
cng ac install
new tyre 
enjan ,geir,hissa 100%
location bharakahu Islamabad","B to B jenvan model 9/10 totally jenvan cng ac install new tyre enjan ,geir,hissa 100% location bharakahu Islamabad Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2009,96582,995000,868160.0,126840.0,12.747738693467337,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-islamabad-10433197
Suzuki Mehran 2016 for sale in Islamabad,Complete original file is availble . 100% original . Driven on petrol throughout . Fitted with new tires. Original Book is available.,Complete original file is availble . 100% original . Driven on petrol throughout . Fitted with new tires. Original Book is available. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,91000,1380000,1252900.0,127100.0,9.210144927536232,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10451803
